title,likes,comm,uid,udate
한산: 용의 출현 ,10,전작보다 스토리가 탄탄해서 좋았고 확실히 영화관에서 봐야 영상미 음량이 풍부함 내리기 전에 안 보신분들 꼭 보세요!! 원래 ㅋㄹㄴ로 영화관 잘 안 갔었는데 이거보려고 큰맘 먹고 마스크 2개 끼고 관람함 신고,zja2****,22.08.22
한산: 용의 출현 ,8,신고,ginn****,22.08.22
미스컨덕트 ,4,세상엔 옳고그름은 없고 진실만 있다? 진실은 아무도 찾지 못한다? 이병헌은 왜 그런행동을 하는지 설명이 없다. 곧 죽는다는 설정은 스토리와 아무런 연관성이 없다. 신고,choi****,22.08.22
한산: 용의 출현 ,7,여의도 4dx에서 봤는데 체감효과 지렸음. 명량보다 훨씬 더 재밌었어요 신고,boyc****,22.08.22
풀타임 ,7,신고,tpal****,22.08.22
헌트 ,4,제가 어려서 그런지 무슨 사건들인지 알아도 이해하기 힘들었어요 신고,tama****,22.08.22
헌트 ,10,"'정의를 위한 부정의'에 대해 생각하게 됨. 이 영화에서 주목할 점은 주인공들이 부정의한 짓을 벌이면서도 정의를 추구한다는 점임. 굉장히 이중적이면서도 현실적임. 스토리는 역사와 허구를 적절히 섞었고, 얼굴 바로 앞에서 총 쏘는 장면은 여태 본 적이 없기에 연출은 너무 신선했음. 액션은 말할 것도 없고. 진짜 이런 영화를 보게 해줘서 고마울 뿐임... 이게 첫 입봉작인게 안 믿길 정도로 재밌고 여운 남음. 꼭 보길 추천함. 신고",inji****,22.08.22
프레이 ,7,다른건 몰라도 대자연 영상미가 넘 좋았던~~ 신고,fvic****,22.08.22
프레이 ,4,ㅡㅅㅡ 과거의 프레데터는 지능이 낮은듯ㅋㅋㅋ 신고,xdae****,22.08.22
가타카 ,10,"고향으로 다시 돌아가는 것, 신고",siln****,22.08.22
이미테이션 게임 ,6,2시간에 담아내기엔 너무 긴 내용인가보다. 조금 더 풀어서 갔으면 좋았을 내용들이 확확 지나가서 아쉬웠다. 조금 더 앨런 튜링에 관에 깊게 다루었으면 좋지 않았을까. 과거 회상 장면도 너무 뜬금 없이 나왔던 것 같다. 신고,ccdh****,22.08.22
놉 ,7,스펙터클을 경계하라는 데에 스펙터클을 무기로 쓰는 스펙터클 이이제이. 신고,91xm****,22.08.22
검사외전 ,10,겁나 좋다 강동원 경 개재밋노 신고,hara****,22.08.22
헌트 ,10,존잼 정우성 존잘임스토리미쳤음 신고,kimh****,22.08.22
명량 ,10,"한산이 물ㆍ통쾌함이라면, 명량은 불ㆍ애달픔 이다.. 한산을 먼저 보고 명량을 본다면 그 감동이 배가 된다. 나라가 외부침입으로 수천년간 백성들이 고통스러웠는데 늘 내부적들로 적의 먹이가 되기 십상이었다. 지금 정치인들도 제발 정신차리고, 우리 국민들도 아픈역사와 조상을 기리고 후사를 도모해야 할 것이다. 역사는 반복된다. 대한민국 국민은 열심히 살수밖에 없다. 위기의 나라. 위기는 기회다. 필생즉사 필사즉생. 신고",sbrm****,22.08.22
한산: 용의 출현 ,10,안보면 후회 합니다 개꿀쟘 신고,dpwl****,22.08.22
풀타임 ,6,신고,skad****,22.08.22
랑종 ,2,님!! 밍!!! 퐁!!! 끝 신고,ujin****,22.08.22
너의 이름은. ,10,ost가 영화 분위기 다 살린 느낌.. 그냥 이 영화 안 보는 건 너무 손해예요ㅜㅜ 신고,fann****,22.08.22
탑건: 매버릭 ,10,신고,vict****,22.08.22
풀타임 ,10,그 어떤 스릴러보다 쫄리게 감상 신고,soul****,22.08.22
놉 ,8,"겟아웃, 어스만큼은 아니지만 나름 수작. 초반에는 꽤 지루함. 신고",spir****,22.08.22
캐스트 어웨이 ,10,내 까짓게 이 영화의 평점을 매길 자격이나 있는지도 모르겠는 그 영화!!! 신고,alba****,22.08.22
"당신, 거기 있어줄래요 ",10,30년을 기다려서 다시 만난 사람 .. ㅜㅜ 신고,hyer****,22.08.22
비상선언 ,4,CJ ENM 제작사가 '비상선언' .... 신고,seun****,22.08.22
한산: 용의 출현 ,10,최고의 영화입니다.왜놈들을 쓸어버리는 장면은특히 압권이었습니다. 신고,yasi****,22.08.22
헌트 ,10,재밌다… 시원하다… 잘 만들었다. 신고,dbza****,22.08.22
놉 ,4,옆에 코고는 소리로 잠들뻔했네요 신고,baek****,22.08.22
탑건: 매버릭 ,10,"최근 몇년 동안 본 영화중, 가장 재미있는 영화. 신고",kkk4****,22.08.22
비상선언 ,10,재밌어요평점이왜낮은지모르겠어요 신고,buls****,22.08.22
헌트 ,9,이정재 감독 ㅎㅎ 좋았어요 신고,mrs_****,22.08.22
데이 시프트 ,8,킬링타임용으로 딱입니다 신고,head****,22.08.22
한산: 용의 출현 ,10,내인생 큰모델 이순신장군님.배우들의 열연에 너무 잘봤습니다. 신고,esca****,22.08.22
헌트 ,9,첫 작품 퀄리티가 이정도라니 너무 놀라웠습니다.두 인물 간의 긴장감이 보는 내내 느껴져 재밌었고 엔딩 크레딧이 뜸과 동시에 어떤 작품으로 다시 만날 수 있을까 하는 기대감을 안고 감상을 마쳤네요.너무 잘 봤습니다. 신고,shye****,22.08.22
탑건: 매버릭 ,10,볼만함 재밋음 근데 요즘 다른 영화가 너무 재미엄서서 더 재밋늨영화 신고,wonn****,22.08.22
헌트 ,8,"중후반 이후 피곤해지는 액션, 복선 회수 + 메세지 전달을 위해 꼬이고 덧붙혀지는 스토리로 영화가 훅 늘어지는 부분이 가장 아쉬웠습니다. 그냥 심플하게 갔어도 충분했을 것 같은데 그래도 중후반부 까지의 연출이나 상황에 따른 묘사가 굉장히 뛰어난 작품인 것 같았고 특히 느껴지는 긴장감은 관객들이 느낄 수 있는 헌트라는 영화의 가장 큰 장점이라고 생각합니다. 신고",jaim****,22.08.22
한산: 용의 출현 ,6,애매하네요 캐스팅 미쓰라는 생각이 드는게이순신역 와스자카역 모두 무게감이 떨어지고일본어가 너무 서투니 몰입이 잘 안되네요나대용 배우님도 계속 범죄도시에서 마동석씨가 성기 많지던 장면이 생각이 나서 ㅠㅠ 신고,berc****,22.08.22
사자 ,2,네이버 평점 이제 안 믿기로 했다.. 신고,dlsd****,22.08.22
한산: 용의 출현 ,10,너무 재밌게 봤어요 배우들의 연기 덕분에 배우분들이 그 인물 자체로 보였어요 신고,b0i2****,22.08.22
크루즈 패밀리: 뉴 에이지 ,10,여러분 이거 2013년에 나왔었는데인기가 없어서 이번년도에 다시 리메이크 된거같아요 ㅠㅠㅠ진짜 재밌게 봤었는데이번에 나온게 2가 아니라 뉴라고 써있는거 보면 그런듯 하네요 ㅠㅠ시작은 옛날과 다른데전체적인 내용은 비슷하고 새로운 인물이 나온거에요(베트맨가족) 암튼 진짜 애니인데고 불구하고 감동 재미는 더불어전하고자하는 메세지가 무엇인지 바로 알겠네요!!ㅠㅠ!! 갓 작품입니다아이디어도 좋고 재밌어요!!! 진짜진짜 추첨합니다!!지금은 넥ㅍㄹㅅ 에서 볼수 있어요!! 신고,lym0****,22.08.22
헌트 ,10,80년대 안기부 얘기을 다뤄 뻔한 스토리일 줄 알고 기대를 안하고 봤는데가족하고 너무 재밌게 봤습니다스케일도 어마어마하고 카메오들도 장난 아닌것 같습니다 신고,qkrw****,22.08.22
외계+인 1부 ,6,이런 악평치고는 난 재밌게 봤는데 … 결말이 궁금해서 다음편 기대합니다 ! 신고,obla****,22.08.22
헌트 ,10,이제는 피곤한 남산 이야기? 아직도 치열한 남산 이야기!! 신고,mans****,22.08.22
탑건: 매버릭 ,10,표정의 변화가 없는 톰 크루즈 ㅋㅋㅋ 신고,0yam****,22.08.22
녹턴 ,10,신고,ek41****,22.08.22
헌트 ,7,이정재 감독의 다음 영화가 보고싶다. 신고,hong****,22.08.22
헌트 ,7,"역사적 사실을 장르적으로 잘 풀어냈다. 그 사람 생전에 이정재와 정우성이 이런 걸 모의하고 도모하고 실행하고 있었다니, 참 보기 좋은 우정이다. 신고",2bel****,22.08.22
비상선언 ,10,진짜 짱조음 너무 재밋서영!!! 진짜 또보고싶은 영호ㅓ 신고,puj_****,22.08.22
혼자 사는 사람들 ,8,"볼만함,나와는 다른 마음 신고",park****,22.08.22
위험한 상견례 ,9,부산사람이 듣기엔 이시영 배우님 사투리가 조금 아쉽네요 ㅠㅠ 신고,phr0****,22.08.22
헌트 ,10,"각본, 연출, 연기 다 엑설런트!! 이정재 감독 첫작품이라는게 믿기지 않음. 신고",jhye****,22.08.22
놉 ,9,전형적인 호러 문법 사용 신고,godp****,22.08.22
데이 시프트 ,9,킬링 타임으로 괜찮으며 좀비 소재 영화치고 밝은 분위기와 유쾌함이 매력적임 신고,minu****,22.08.22
헌트 ,10,탑건 다음으로 재밌게 봤습니다. 한국 현대사에 대해 알고 보시면 더 재미있을듯요 신고,sang****,22.08.22
헤어질 결심 ,5,속검은 중궈댁과 감수성 예민한 경찰의 사랑놀이..박찬욱의 멜로.기대마라..김신영은 진짜 뜬금없는. 신고,pont****,22.08.22
헌트 ,7,기성감독들이 없는 작품 보는 안목 있는 한국의 클린트 이스트우드 신고,wj36****,22.08.22
비상선언 ,5,설정오류가 많았음... 신고,mapa****,22.08.22
피아니스트 ,9,"유태인 학살이 여실이 드러난 영화 주인공이 끝까지 살아남아줘서 고마운 영화 그렇게 오래 버티고 해방됐을때, 코트때문에 죽는 줄 알고 진짜 가슴졸임. 마지막 독일 장군역할 했던 사람이 택시운전사에서 힌츠팬더역을 했던 사람이라니! 신고",send****,22.08.22
보이콰이어 ,10,합창 좋아하시면 영화 추천드립니다. 신고,cksr****,22.08.22
외계+인 1부 ,10,스토리가 탄탄하고 너무 재밌음. 신고,ex02****,22.08.22
헌트 ,10,신고,robi****,22.08.22
놉 ,10,조동필 쵝오 신고,gksm****,22.08.22
헤어질 결심 ,10,보고난 후의 그 먹먹함이란 ㅠㅠ ...산과 바다 사이에 자욱히 낀 안개 속을 헤매듯 깊은 슬픔과 절절함에서 아직도 벗어나지 못하고 있음. 이 영화로 박찬욱의 영화는 산의 높이와 물의 깊이를 담는 경지에 이르렀다. 붕괴되고 침잠되기를 주저하지 않는 그런 사랑을 다시 해보고 싶다. 신고,ijaj****,22.08.22
헌트 ,10,"올해 최고의 영화... 이정재, 정우성 둘다 대단하다. 신고",zeta****,22.08.22
한산: 용의 출현 ,10,역시 기대를져버리지 않네요!!! 해상 씬은 소름이 계속돋았어요 짱잼!!! 신고,jjin****,22.08.22
탑건: 매버릭 ,10,그래 이게 영화지 영화야 신고,star****,22.08.22
비상선언 ,6,초반은 진짜 재밌는데 갈수록 별로… 신고,aman****,22.08.22
카터 ,10,주원의 연기에 박수보냅니다 신고,sun2****,22.08.22
어나더 레코드 : 이제훈 ,10,보는 내내 흐뭇했어요:) 잔잔하고 편안한 분위기에 다양한 제훈을 감상하는 재미 신고,eunj****,22.08.22
노매드랜드 ,8,영상미가 좋고 연기도 좋긴 하지만 그렇게 상을 휩쓸만큼 좋은 작품인가? 하는 의문은 든다. 신고,miko****,22.08.22
박수건달 ,10,박신양 나오는 영화 중에 이런게 있었나 ? 하고 보기 시작했는데 의외로 너무 재밌었음.. 역시 박신양 신고,juli****,22.08.22
헤어질 결심 ,10,"영화가 가진 요소 하나하나 공들인 것이 티가나고, 절절하다 신고",shim****,22.08.22
갈매기 ,7,모리스가 너무 이상함. 자제력과 양심도 없는 사람 대뜸 평범한 여자말고 다른 여자가 되서 자기를 놔달라니. He destroys her and him. 모리스 때문에 다들 파멸함. 신고,send****,22.08.22
한산: 용의 출현 ,8,이순신 장군님과의 뭔가 씽크로율이 최민식 배우님이 좀더 높은 느낌? 전쟁중에 너무 얌전한 느낌이라 몰입이 잘 안됐어요 신고,shin****,22.08.22
멋진 세계 ,6,신고,kohr****,22.08.22
놉 ,6,쉬운듯하면서도 난해한... 놉? 놉! 신고,teeh****,22.08.22
썸머 필름을 타고! ,8,싱그러웠던 그 여름을 평생 기억하면서 살 주인공들이 부러워진다. 신고,shim****,22.08.22
미니언즈2 ,7,그림이 예쁘고 색감이 화려합니다. 신고,eydo****,22.08.22
아이리시맨 ,9,미국 역사를 잘 알았다면 재밌었을지도 신고,dlgu****,22.08.22
더 스파이 ,7,실제 스토리가 영화같긴 한데 영화로 굳이 만들만큼 영화같지는 않은 스토리가 아닌가. 하는 생각이 듬. 신고,miko****,22.08.22
비상선언 ,4,"음,,, 초중반과 후반부의 각본을 쓴 사람이 다른 것 같은 이느낌 신고",shim****,22.08.22
헤어질 결심 ,2,내용은 단순하고 연기력으로 뭔가 어필하려고 하다 보니 흥미도 없고 졸리기도 무지 졸리고 불륜 조장 영화라 뭐하는 짓이냐 하면서 내용이 생각 나지 않는 그런 영화 브로커가 생각 나는 영화 신고,perk****,22.08.22
보일링 포인트 ,7,바람 잘 날 없이 분주히 돌아가는 테이블 위 작은 전쟁터. 신고,zpfh****,22.08.22
놉 ,9,누가뭐래도 나한텐 조던필 최고작 신고,shim****,22.08.22
비상선언 ,5,"우리 시완이가 다했다.진짜 42코패스 연기하난 잘해..재난영화 덕후로서 약간 실망감 큰 영화지만한국 항공 재난영화로 일단 첫발걸음으로 생각하면 무난한편근데 마무리 왜 이따구,, ㅋ그래도 막장은 아닌듯. 신고",sw44****,22.08.22
뱅크시 ,5,예술가의 영항력은 어떻게 쓰여야 하는가에 대한 고찰. 신고,zpfh****,22.08.22
블랙 위도우 ,10,한 캐릭터를 온전히 리스펙트 하는 집대성같은 영화. 수많은 시리즈에서 파편처럼 존재하던 그녀가 홀로 오롯이 존재한다. 신고,miko****,22.08.22
풀타임 ,8,"한시름 놓았다고 생각할 때, 사실은 반복 되기 전 마지막 숨통 트이는 시간이었다. 신고",shim****,22.08.22
풀타임 ,7,희노애락마저 힘겹게 짜내는 그대들의 삶이 보상받기를. 신고,zpfh****,22.08.22
풀타임 ,9,"파업에도 불구하고, 커리어, 육아, 노동, 모든 걸 놓치지 않기 위해 고군분투하는 여성의 이야기 감동적이었습니다. 간만에 좋은 영화 보게 해주셔서 감사합니다. 신고",dbst****,22.08.22
헌트 ,10,신고,grim****,22.08.22
올레 ,10,가끔 우울할때마다 봅니다 잘만든 영화임 신고,euro****,22.08.22
놉 ,1,진짜 보지마세요 돈아까운적 오랜만이에요굳이 보실거면 아이맥스로 봐서 풍경이라도 구경하세요 신고,ryeo****,22.08.22
실미도 ,2,국가가 힘없고 약한 청년들을 보호하지는 못할망정 복수를 위해 이용하고 범죄자를 만들어 죽여버렸다억울하고 가슴아파서 어찌 눈을 감는가그들의 아픔은 누가 책임을 지는가? 신고,dpsw****,22.08.22
헌트 ,8,하도 두배우가 홍보많이 하길래 괜히 보기 싫었는데 우연히 보고 이유를 알 거 같다..진짜 열심히 만든거구나 이정재 연기만 잘하는줄 알았는데 연출 잘하네 기대이상 신고,love****,22.08.22
썸머 필름을 타고! ,10,이것이 청춘입니다.. 신고,222u****,22.08.22
헌트 ,10,꿀잼 생각보다 너무 잘만들어서 놀람 신고,tlat****,22.08.22
기적 ,10,주연 4명의 연기가 진짜 대단하네요..한명도 빠짐없이 연기를 다 잘하고 스토리도 탄탄해서 재밌었습니다 신고,999d****,22.08.22
DC 리그 오브 슈퍼-펫 ,10,크립토가 마직막에 희생? 하는 부분이 너무 감동적임.. 신고,lyn2****,22.08.22
DC 리그 오브 슈퍼-펫 ,9,적당히 허술한 구조에 딱 즐길만한 아동영화라고 생각합니다개그요소도 괜찮고 특히 디씨 코믹스나 영화 좋아하면 웃긴 부분도 많고요자막판으로 보면 유명한 배우들 목소리도 즐길 수 있어요 키아누리브스라던가~ 신고,ecec****,22.08.22
헌트 ,10,동림찾기 잔잼 근데 대사랑 상황이 긴박하게 흘러가서 동림정체가 까발려질때 뭔말인지 대에충 알게됨 구래도 잼 신고,nam0****,22.08.22
한산: 용의 출현 ,8,모든 게 명량보다 나아졌다 신고,snk4****,22.08.22
비상선언 ,8,재밌게 봤습니다! 스릴넘쳤어요ㅎ 신고,phj1****,22.08.22
